event_date,device_category,channel_grouping,sessions,product_views,add_to_cart,begin_checkout,purchases,revenue
2025-05-17,mobile,Organic Search,117,78,11,5,2,125.41
2025-05-17,desktop,Direct,86,59,9,5,2,118.1
2025-05-17,mobile,Direct,64,44,6,3,1,70.43
2025-05-17,desktop,Paid Social,83,57,10,5,2,124.97
2025-05-17,mobile,Paid Social,58,35,5,2,0,0.0
2025-05-17,desktop,Email,38,25,4,2,1,68.57
2025-05-17,mobile,Email,31,20,3,1,0,0.0
2025-05-18,desktop,Paid Search,106,63,13,6,3,208.22
2025-05-18,mobile,Paid Search,107,65,10,5,2,136.15
2025-05-18,desktop,Organic Search,139,87,16,8,4,241.6
2025-05-18,mobile,Organic Search,107,74,10,5,2,115.52
2025-05-18,desktop,Direct,63,42,7,4,2,133.6
2025-05-18,mobile,Direct,54,32,5,2,0,0.0
2025-05-18,desktop,Paid Social,70,46,9,4,2,120.56
2025-05-18,mobile,Paid Social,58,37,6,2,0,0.0
2025-05-18,desktop,Email,39,23,4,2,1,71.64
2025-05-18,mobile,Email,33,23,3,1,0,0.0
2025-05-19,desktop,Paid Search,186,116,22,12,7,429.15
2025-05-19,mobile,Paid Search,138,85,13,5,2,122.11
2025-05-19,desktop,Organic Search,224,153,26,13,7,457.14
2025-05-19,mobile,Organic Search,188,124,18,8,4,259.8
2025-05-19,desktop,Direct,118,80,13,7,4,235.4
2025-05-19,mobile,Direct,99,63,10,4,2,126.0
2025-05-19,desktop,Paid Social,112,70,14,7,3,174.99
2025-05-19,mobile,Paid Social,90,57,10,5,2,140.18
2025-05-19,desktop,Email,63,42,8,4,2,129.78
2025-05-19,mobile,Email,54,33,5,2,1,61.35
2025-05-20,desktop,Paid Search,148,92,16,9,5,349.73
2025-05-20,mobile,Paid Search,137,90,14,7,3,216.37
2025-05-20,desktop,Organic Search,188,123,23,12,6,369.64
2025-05-20,mobile,Organic Search,177,117,18,9,4,266.44
2025-05-20,desktop,Direct,94,60,12,6,3,178.27
2025-05-20,mobile,Direct,89,56,8,4,2,134.52
2025-05-20,desktop,Paid Social,100,63,12,5,2,120.83
2025-05-20,mobile,Paid Social,84,53,8,4,1,58.07
2025-05-20,desktop,Email,51,32,6,3,1,64.24
2025-05-20,mobile,Email,38,24,3,1,0,0.0
2025-05-21,desktop,Paid Search,177,116,21,10,5,293.75
2025-05-21,mobile,Paid Search,159,96,15,7,3,202.54
2025-05-21,desktop,Organic Search,224,141,24,12,6,382.35
2025-05-21,mobile,Organic Search,164,103,17,8,4,234.0
2025-05-21,desktop,Direct,106,70,13,6,3,208.72
2025-05-21,mobile,Direct,81,50,9,4,1,67.26
2025-05-21,desktop,Paid Social,105,65,12,6,3,196.52
2025-05-21,mobile,Paid Social,78,51,8,3,1,68.14
2025-05-21,desktop,Email,51,31,6,3,1,62.15
2025-05-21,mobile,Email,49,31,4,2,1,57.84
2025-05-22,desktop,Paid Search,158,104,18,9,5,286.39
2025-05-22,mobile,Paid Search,133,85,14,6,2,143.78
2025-05-22,desktop,Organic Search,176,122,22,13,7,472.77
2025-05-22,mobile,Organic Search,142,88,13,5,2,139.34
2025-05-22,desktop,Direct,90,60,11,5,2,125.66
2025-05-22,mobile,Direct,72,49,7,3,1,64.4
2025-05-22,desktop,Paid Social,96,66,12,6,3,175.88
2025-05-22,mobile,Paid Social,71,48,7,3,1,63.93
2025-05-22,desktop,Email,48,33,6,3,1,64.07
2025-05-22,mobile,Email,46,29,4,1,0,0.0
2025-05-23,desktop,Paid Search,177,108,23,11,6,390.24
2025-05-23,mobile,Paid Search,141,92,14,6,2,130.4
2025-05-23,desktop,Organic Search,209,131,26,13,7,433.08
2025-05-23,mobile,Organic Search,165,109,17,8,3,208.54
2025-05-23,desktop,Direct,103,68,12,6,3,211.77
2025-05-23,mobile,Direct,90,59,9,4,2,117.14
2025-05-23,desktop,Paid Social,100,62,12,6,3,190.76
2025-05-23,mobile,Paid Social,93,58,10,5,2,117.73
2025-05-23,desktop,Email,58,39,6,3,1,62.94
2025-05-23,mobile,Email,49,33,5,2,0,0.0
2025-05-24,desktop,Paid Search,130,79,15,8,4,246.73
2025-05-24,mobile,Paid Search,111,76,12,5,2,136.74
2025-05-24,desktop,Organic Search,150,89,17,9,5,307.23
2025-05-24,mobile,Organic Search,124,86,12,6,3,211.47
2025-05-24,desktop,Direct,75,50,8,4,2,120.22
2025-05-24,mobile,Direct,55,37,5,2,1,68.35
2025-05-24,desktop,Paid Social,69,44,8,4,2,129.14
2025-05-24,mobile,Paid Social,66,45,7,3,1,57.99
2025-05-24,desktop,Email,42,25,4,2,1,57.89
2025-05-24,mobile,Email,30,18,3,1,0,0.0
2025-05-25,desktop,Paid Search,119,74,14,7,4,230.72
2025-05-25,mobile,Paid Search,109,74,10,5,2,129.51
2025-05-25,desktop,Organic Search,145,88,16,9,5,318.31
2025-05-25,mobile,Organic Search,132,82,14,7,3,183.56
2025-05-25,desktop,Direct,82,54,10,5,3,176.64
2025-05-25,mobile,Direct,61,40,5,2,0,0.0
2025-05-25,desktop,Paid Social,70,47,7,3,1,64.94
2025-05-25,mobile,Paid Social,63,39,6,3,1,57.87
2025-05-25,desktop,Email,46,28,5,2,1,57.51
2025-05-25,mobile,Email,30,20,3,1,0,0.0
2025-05-26,desktop,Paid Search,199,137,22,12,7,483.57
2025-05-26,mobile,Paid Search,137,86,15,7,3,212.47
2025-05-26,desktop,Organic Search,218,136,28,16,9,518.26
2025-05-26,mobile,Organic Search,183,118,18,9,4,290.63
2025-05-26,desktop,Direct,101,65,12,6,3,207.37
2025-05-26,mobile,Direct,85,58,8,3,1,58.41
2025-05-26,desktop,Paid Social,103,68,13,7,4,229.0
2025-05-26,mobile,Paid Social,80,52,8,4,2,121.04
2025-05-26,desktop,Email,54,33,6,3,1,65.84
2025-05-26,mobile,Email,50,34,5,2,1,63.53
2025-05-27,desktop,Paid Search,184,125,19,10,5,295.85
2025-05-27,mobile,Paid Search,144,91,15,7,3,192.13
2025-05-27,desktop,Organic Search,206,140,26,12,7,481.6
2025-05-27,mobile,Organic Search,161,99,15,7,3,188.02
2025-05-27,desktop,Direct,108,66,12,6,3,175.58
2025-05-27,mobile,Direct,83,55,7,3,1,70.63
2025-05-27,desktop,Paid Social,101,63,11,6,3,172.34
2025-05-27,mobile,Paid Social,86,57,9,4,2,124.64
2025-05-27,desktop,Email,50,30,5,2,1,71.26
2025-05-27,mobile,Email,39,27,3,1,0,0.0
2025-05-28,desktop,Paid Search,152,104,19,11,7,458.98
2025-05-28,mobile,Paid Search,147,100,13,5,2,125.71
2025-05-28,desktop,Organic Search,181,126,23,11,6,405.98
2025-05-28,mobile,Organic Search,146,92,14,6,3,198.8
2025-05-28,desktop,Direct,98,61,12,6,3,199.73
2025-05-28,mobile,Direct,87,52,9,4,1,69.42
2025-05-28,desktop,Paid Social,105,62,13,7,3,195.51
2025-05-28,mobile,Paid Social,72,46,6,3,1,60.6
2025-05-28,desktop,Email,56,34,7,4,2,130.18
2025-05-28,mobile,Email,41,25,3,1,0,0.0
2025-05-29,desktop,Paid Search,183,117,22,12,7,448.82
2025-05-29,mobile,Paid Search,131,80,13,6,2,119.02
2025-05-29,desktop,Organic Search,228,143,28,16,8,546.66
2025-05-29,mobile,Organic Search,183,125,17,8,4,254.44
2025-05-29,desktop,Direct,94,64,12,6,3,179.03
2025-05-29,mobile,Direct,95,63,8,3,1,72.47
2025-05-29,desktop,Paid Social,108,65,13,7,4,278.41
2025-05-29,mobile,Paid Social,83,56,8,3,1,66.95
2025-05-29,desktop,Email,55,37,7,3,1,58.18
2025-05-29,mobile,Email,41,25,4,1,0,0.0
2025-05-30,desktop,Paid Search,176,122,19,10,6,408.83
2025-05-30,mobile,Paid Search,129,79,13,7,3,179.07
2025-05-30,desktop,Organic Search,190,123,22,12,6,428.59
2025-05-30,mobile,Organic Search,175,116,16,8,3,184.28
2025-05-30,desktop,Direct,107,68,12,6,3,195.57
2025-05-30,mobile,Direct,78,50,8,4,1,59.8
2025-05-30,desktop,Paid Social,91,61,11,6,3,213.64
2025-05-30,mobile,Paid Social,87,60,8,3,1,68.74
2025-05-30,desktop,Email,49,32,5,2,1,60.37
2025-05-30,mobile,Email,41,24,4,2,1,67.97
2025-05-31,desktop,Paid Search,121,78,14,7,3,215.34
2025-05-31,mobile,Paid Search,114,70,10,5,2,143.33
2025-05-31,desktop,Organic Search,158,102,20,11,6,405.93
2025-05-31,mobile,Organic Search,123,77,13,6,3,198.41
2025-05-31,desktop,Direct,83,57,9,4,2,119.16
2025-05-31,mobile,Direct,56,34,5,2,1,57.39
2025-05-31,desktop,Paid Social,73,50,8,4,2,115.75
2025-05-31,mobile,Paid Social,63,38,6,3,1,66.34
2025-05-31,desktop,Email,43,28,4,2,1,67.7
2025-05-31,mobile,Email,33,22,3,1,0,0.0
2025-06-01,desktop,Paid Search,130,86,15,7,4,268.82
2025-06-01,mobile,Paid Search,103,68,10,5,2,129.31
2025-06-01,desktop,Organic Search,158,103,18,10,5,313.59
2025-06-01,mobile,Organic Search,104,62,10,4,2,136.82
2025-06-01,desktop,Direct,79,50,8,4,2,129.73
2025-06-01,mobile,Direct,62,39,6,3,1,64.89
2025-06-01,desktop,Paid Social,69,45,8,4,2,142.7
2025-06-01,mobile,Paid Social,60,41,6,2,1,71.54
2025-06-01,desktop,Email,38,24,4,2,1,62.67
2025-06-01,mobile,Email,29,17,2,1,0,0.0
2025-06-02,desktop,Paid Search,195,122,22,11,5,355.15
2025-06-02,mobile,Paid Search,160,102,15,7,3,213.68
2025-06-02,desktop,Organic Search,239,166,29,16,9,558.69
2025-06-02,mobile,Organic Search,200,126,19,8,4,287.98
2025-06-02,desktop,Direct,117,76,13,7,4,276.68
2025-06-02,mobile,Direct,93,57,9,4,2,129.35
2025-06-02,desktop,Paid Social,120,78,14,6,3,214.15
2025-06-02,mobile,Paid Social,95,57,9,4,1,66.99
2025-06-02,desktop,Email,65,44,7,4,2,144.01
2025-06-02,mobile,Email,44,30,4,2,1,59.91
2025-06-03,desktop,Paid Search,180,125,22,13,7,464.09
2025-06-03,mobile,Paid Search,140,90,14,6,2,127.2
2025-06-03,desktop,Organic Search,193,123,24,12,7,447.04
2025-06-03,mobile,Organic Search,169,108,15,7,3,180.66
2025-06-03,desktop,Direct,87,58,9,4,2,127.89
2025-06-03,mobile,Direct,79,51,7,3,1,61.03
2025-06-03,desktop,Paid Social,85,56,10,5,2,139.48
2025-06-03,mobile,Paid Social,80,55,8,4,2,141.79
2025-06-03,desktop,Email,50,34,5,2,1,64.27
2025-06-03,mobile,Email,42,27,3,1,0,0.0
2025-06-04,desktop,Paid Search,176,113,22,12,7,479.55
2025-06-04,mobile,Paid Search,128,82,13,6,3,175.43
2025-06-04,desktop,Organic Search,203,136,22,12,6,383.98
2025-06-04,mobile,Organic Search,169,107,16,7,3,176.93
2025-06-04,desktop,Direct,95,62,10,5,2,133.62
2025-06-04,mobile,Direct,80,49,7,3,1,60.64
2025-06-04,desktop,Paid Social,95,60,10,5,3,181.78
2025-06-04,mobile,Paid Social,77,48,7,3,1,68.13
2025-06-04,desktop,Email,58,34,6,3,1,67.16
2025-06-04,mobile,Email,48,31,5,2,0,0.0
2025-06-05,desktop,Paid Search,170,111,21,12,7,466.19
2025-06-05,mobile,Paid Search,137,93,15,7,3,211.8
2025-06-05,desktop,Organic Search,200,124,24,12,6,349.66
2025-06-05,mobile,Organic Search,158,95,14,6,3,201.92
2025-06-05,desktop,Direct,109,66,14,7,4,251.05
2025-06-05,mobile,Direct,91,63,9,4,2,137.58
2025-06-05,desktop,Paid Social,103,62,12,6,3,192.1
2025-06-05,mobile,Paid Social,82,49,7,3,1,57.39
2025-06-05,desktop,Email,50,32,5,2,1,68.45
2025-06-05,mobile,Email,48,31,4,2,0,0.0
2025-06-06,desktop,Paid Search,167,113,18,10,6,344.54
2025-06-06,mobile,Paid Search,134,81,14,7,3,201.67
2025-06-06,desktop,Organic Search,195,135,22,10,5,305.75
2025-06-06,mobile,Organic Search,173,105,18,9,4,286.27
2025-06-06,desktop,Direct,98,62,12,6,3,174.27
2025-06-06,mobile,Direct,76,46,7,3,1,70.11
2025-06-06,desktop,Paid Social,102,65,11,5,2,120.69
2025-06-06,mobile,Paid Social,85,54,8,4,2,115.17
2025-06-06,desktop,Email,61,40,6,3,1,60.4
2025-06-06,mobile,Email,50,32,5,2,1,66.56
2025-06-07,desktop,Paid Search,123,81,14,8,4,276.87
2025-06-07,mobile,Paid Search,104,68,11,5,2,130.02
2025-06-07,desktop,Organic Search,148,98,16,8,4,284.71
2025-06-07,mobile,Organic Search,127,84,11,5,2,128.87
2025-06-07,desktop,Direct,65,40,7,3,1,67.75
2025-06-07,mobile,Direct,63,43,6,2,0,0.0
2025-06-07,desktop,Paid Social,64,44,8,4,2,133.99
2025-06-07,mobile,Paid Social,57,38,5,2,0,0.0
2025-06-07,desktop,Email,41,27,5,2,1,60.32
2025-06-07,mobile,Email,30,20,2,1,0,0.0
2025-06-08,desktop,Paid Search,122,84,14,7,3,212.87
2025-06-08,mobile,Paid Search,107,67,11,5,2,128.19
2025-06-08,desktop,Organic Search,147,92,17,9,4,259.39
2025-06-08,mobile,Organic Search,109,73,10,5,2,144.15
2025-06-08,desktop,Direct,79,54,8,4,2,121.62
2025-06-08,mobile,Direct,59,37,5,2,0,0.0
2025-06-08,desktop,Paid Social,81,49,8,4,2,135.66
2025-06-08,mobile,Paid Social,58,36,5,2,0,0.0
2025-06-08,desktop,Email,35,24,4,2,1,64.53
2025-06-08,mobile,Email,33,21,3,1,0,0.0
2025-06-09,desktop,Paid Search,186,127,24,13,7,403.42
2025-06-09,mobile,Paid Search,151,93,15,7,3,211.1
2025-06-09,desktop,Organic Search,226,152,29,15,9,580.75
2025-06-09,mobile,Organic Search,157,109,15,7,3,214.45
2025-06-09,desktop,Direct,108,71,11,6,3,201.73
2025-06-09,mobile,Direct,82,56,8,4,1,60.36
2025-06-09,desktop,Paid Social,116,71,12,6,3,204.53
2025-06-09,mobile,Paid Social,84,57,9,4,2,142.21
2025-06-09,desktop,Email,62,41,6,3,1,60.37
2025-06-09,mobile,Email,48,31,4,2,1,67.47
2025-06-10,desktop,Paid Search,155,98,18,10,5,308.17
2025-06-10,mobile,Paid Search,149,102,15,7,3,177.24
2025-06-10,desktop,Organic Search,189,120,22,12,7,458.79
2025-06-10,mobile,Organic Search,163,101,17,8,3,201.32
2025-06-10,desktop,Direct,108,75,14,8,5,321.31
2025-06-10,mobile,Direct,82,56,7,3,1,67.77
2025-06-10,desktop,Paid Social,106,67,13,6,3,211.42
2025-06-10,mobile,Paid Social,81,54,8,4,1,66.78
2025-06-10,desktop,Email,49,29,6,3,1,69.14
2025-06-10,mobile,Email,40,26,4,1,0,0.0
2025-06-11,desktop,Paid Search,152,104,17,9,5,298.81
2025-06-11,mobile,Paid Search,141,91,13,6,3,200.67
2025-06-11,desktop,Organic Search,196,135,21,12,6,347.53
2025-06-11,mobile,Organic Search,164,106,15,7,3,190.97
2025-06-11,desktop,Direct,104,66,12,6,3,197.17
2025-06-11,mobile,Direct,70,43,6,3,1,60.88
2025-06-11,desktop,Paid Social,104,66,13,6,3,205.04
2025-06-11,mobile,Paid Social,85,51,8,4,2,123.4
2025-06-11,desktop,Email,53,34,6,3,1,58.94
2025-06-11,mobile,Email,36,24,3,1,0,0.0
2025-06-12,desktop,Paid Search,176,105,22,12,7,497.22
2025-06-12,mobile,Paid Search,121,75,11,5,2,141.21
2025-06-12,desktop,Organic Search,205,135,26,14,8,553.85
2025-06-12,mobile,Organic Search,174,109,18,9,4,277.45
2025-06-12,desktop,Direct,89,58,11,6,3,186.84
2025-06-12,mobile,Direct,78,52,7,3,1,70.07
2025-06-12,desktop,Paid Social,104,63,11,6,3,176.63
2025-06-12,mobile,Paid Social,76,46,7,3,1,70.56
2025-06-12,desktop,Email,50,33,6,3,1,72.38
2025-06-12,mobile,Email,42,27,4,2,1,71.28
2025-06-13,desktop,Paid Search,163,110,19,9,5,307.24
2025-06-13,mobile,Paid Search,146,91,16,7,3,188.49
2025-06-13,desktop,Organic Search,199,124,21,11,6,432.5
2025-06-13,mobile,Organic Search,172,103,18,9,4,282.61
2025-06-13,desktop,Direct,99,62,12,7,4,278.13
2025-06-13,mobile,Direct,71,48,7,3,1,68.39
2025-06-13,desktop,Paid Social,101,69,12,6,3,171.88
2025-06-13,mobile,Paid Social,84,54,8,3,1,68.92
2025-06-13,desktop,Email,53,34,6,3,1,71.29
2025-06-13,mobile,Email,44,26,4,1,0,0.0
2025-06-14,desktop,Paid Search,128,81,14,7,4,274.18
2025-06-14,mobile,Paid Search,105,71,11,5,2,144.7
2025-06-14,desktop,Organic Search,160,104,17,8,4,267.42
2025-06-14,mobile,Organic Search,111,74,10,4,2,143.8
2025-06-14,desktop,Direct,74,48,9,5,3,176.08
2025-06-14,mobile,Direct,61,40,6,2,0,0.0
2025-06-14,desktop,Paid Social,72,46,8,4,2,137.8
2025-06-14,mobile,Paid Social,58,38,6,3,1,67.53
2025-06-14,desktop,Email,42,25,5,2,1,58.29
2025-06-14,mobile,Email,28,18,2,0,0,0.0
2025-06-15,desktop,Paid Search,130,87,16,8,5,300.79
2025-06-15,mobile,Paid Search,103,69,11,5,2,140.93
2025-06-15,desktop,Organic Search,138,91,15,7,4,288.17
2025-06-15,mobile,Organic Search,137,94,12,6,2,138.65
2025-06-15,desktop,Direct,78,54,8,4,2,119.81
2025-06-15,mobile,Direct,58,37,6,3,1,65.95
2025-06-15,desktop,Paid Social,75,48,8,4,2,131.38
2025-06-15,mobile,Paid Social,61,42,6,3,1,66.47
2025-06-15,desktop,Email,38,22,4,2,1,59.17
2025-06-15,mobile,Email,36,24,3,1,0,0.0
2025-06-16,desktop,Paid Search,199,125,24,13,7,507.03
2025-06-16,mobile,Paid Search,162,112,14,6,3,200.19
2025-06-16,desktop,Organic Search,246,151,28,16,9,642.56
2025-06-16,mobile,Organic Search,184,127,20,10,4,286.43
2025-06-16,desktop,Direct,101,63,11,6,3,195.68
2025-06-16,mobile,Direct,98,64,9,4,2,117.65
2025-06-16,desktop,Paid Social,112,67,12,7,4,266.65
2025-06-16,mobile,Paid Social,93,55,8,3,1,61.67
2025-06-16,desktop,Email,53,33,6,3,1,65.55
2025-06-16,mobile,Email,52,36,5,2,1,67.89
2025-06-17,desktop,Paid Search,152,103,17,8,4,290.96
2025-06-17,mobile,Paid Search,140,89,15,7,3,200.08
2025-06-17,desktop,Organic Search,179,124,19,10,6,357.06
2025-06-17,mobile,Organic Search,171,108,17,9,4,283.75
2025-06-17,desktop,Direct,89,61,10,5,3,172.84
2025-06-17,mobile,Direct,92,55,9,4,1,68.13
2025-06-17,desktop,Paid Social,108,74,13,7,4,231.6
2025-06-17,mobile,Paid Social,88,58,8,4,2,130.25
2025-06-17,desktop,Email,47,31,5,2,1,62.33
2025-06-17,mobile,Email,42,25,4,1,0,0.0
2025-06-18,desktop,Paid Search,188,117,23,12,7,483.26
2025-06-18,mobile,Paid Search,151,104,14,7,3,215.73
2025-06-18,desktop,Organic Search,215,140,26,15,9,574.57
2025-06-18,mobile,Organic Search,165,108,17,7,3,200.59
2025-06-18,desktop,Direct,91,60,11,5,3,213.09
2025-06-18,mobile,Direct,91,63,8,4,2,140.07
2025-06-18,desktop,Paid Social,90,56,10,5,3,175.87
2025-06-18,mobile,Paid Social,81,48,8,3,1,66.44
2025-06-18,desktop,Email,52,32,5,2,1,72.68
2025-06-18,mobile,Email,46,28,4,1,0,0.0
2025-06-19,desktop,Paid Search,158,106,18,10,5,335.28
2025-06-19,mobile,Paid Search,137,83,14,6,2,120.86
2025-06-19,desktop,Organic Search,215,130,26,13,8,571.55
2025-06-19,mobile,Organic Search,167,106,18,9,4,290.56
2025-06-19,desktop,Direct,100,63,12,6,3,177.95
2025-06-19,mobile,Direct,83,53,7,3,1,71.32
2025-06-19,desktop,Paid Social,111,70,12,6,3,212.74
2025-06-19,mobile,Paid Social,87,60,8,3,1,61.94
2025-06-19,desktop,Email,49,32,6,2,1,71.1
2025-06-19,mobile,Email,45,29,4,1,0,0.0
2025-06-20,desktop,Paid Search,154,103,18,8,4,246.64
2025-06-20,mobile,Paid Search,122,81,12,6,3,179.77
2025-06-20,desktop,Organic Search,223,140,26,14,7,467.7
2025-06-20,mobile,Organic Search,145,96,15,7,3,207.98
2025-06-20,desktop,Direct,99,62,11,5,2,139.18
2025-06-20,mobile,Direct,81,55,8,3,1,60.96
2025-06-20,desktop,Paid Social,90,62,11,5,2,130.65
2025-06-20,mobile,Paid Social,80,50,7,3,1,63.11
2025-06-20,desktop,Email,47,32,6,3,1,68.23
2025-06-20,mobile,Email,47,32,5,2,1,57.61
2025-06-21,desktop,Paid Search,118,72,13,7,3,182.45
2025-06-21,mobile,Paid Search,93,63,8,4,2,134.8
2025-06-21,desktop,Organic Search,138,89,15,8,4,269.06
2025-06-21,mobile,Organic Search,118,74,12,5,2,144.45
2025-06-21,desktop,Direct,73,45,9,4,2,124.16
2025-06-21,mobile,Direct,54,37,5,2,0,0.0
2025-06-21,desktop,Paid Social,75,47,9,4,2,120.43
2025-06-21,mobile,Paid Social,54,32,5,2,0,0.0
2025-06-21,desktop,Email,37,25,4,2,1,67.23
2025-06-21,mobile,Email,32,21,3,1,0,0.0
2025-06-22,desktop,Paid Search,122,79,15,7,4,261.42
2025-06-22,mobile,Paid Search,115,72,12,5,2,137.23
2025-06-22,desktop,Organic Search,161,102,17,9,5,328.65
2025-06-22,mobile,Organic Search,130,80,13,5,2,133.95
2025-06-22,desktop,Direct,72,45,8,4,2,142.65
2025-06-22,mobile,Direct,67,46,6,2,1,70.57
2025-06-22,desktop,Paid Social,73,44,9,4,2,135.59
2025-06-22,mobile,Paid Social,57,39,5,2,0,0.0
2025-06-22,desktop,Email,39,27,4,2,1,72.78
2025-06-22,mobile,Email,29,18,2,1,0,0.0
2025-06-23,desktop,Paid Search,169,110,20,11,6,419.15
2025-06-23,mobile,Paid Search,144,94,14,7,3,215.23
2025-06-23,desktop,Organic Search,245,170,30,17,9,565.37
2025-06-23,mobile,Organic Search,168,102,18,9,4,233.4
2025-06-23,desktop,Direct,106,69,12,7,4,260.39
2025-06-23,mobile,Direct,99,59,9,4,2,138.41
2025-06-23,desktop,Paid Social,98,60,12,6,3,215.05
2025-06-23,mobile,Paid Social,88,61,8,3,1,67.69
2025-06-23,desktop,Email,57,38,6,3,1,69.43
2025-06-23,mobile,Email,45,27,4,2,1,57.91
2025-06-24,desktop,Paid Search,167,113,18,9,5,341.92
2025-06-24,mobile,Paid Search,154,93,15,7,3,185.52
2025-06-24,desktop,Organic Search,201,127,23,13,7,480.11
2025-06-24,mobile,Organic Search,150,95,15,8,4,259.3
2025-06-24,desktop,Direct,98,65,11,6,3,217.95
2025-06-24,mobile,Direct,81,53,7,3,1,66.15
2025-06-24,desktop,Paid Social,100,69,11,5,3,178.42
2025-06-24,mobile,Paid Social,80,49,7,3,1,68.27
2025-06-24,desktop,Email,56,38,6,3,1,71.56
2025-06-24,mobile,Email,45,27,4,1,0,0.0
2025-06-25,desktop,Paid Search,188,128,23,13,8,513.26
2025-06-25,mobile,Paid Search,127,87,11,5,2,116.4
2025-06-25,desktop,Organic Search,216,142,26,14,8,487.85
2025-06-25,mobile,Organic Search,185,119,20,10,5,302.95
2025-06-25,desktop,Direct,96,60,12,6,3,181.49
2025-06-25,mobile,Direct,82,56,7,3,1,64.16
2025-06-25,desktop,Paid Social,111,69,12,6,3,210.7
2025-06-25,mobile,Paid Social,85,54,8,4,2,136.48
2025-06-25,desktop,Email,56,36,6,3,1,68.96
2025-06-25,mobile,Email,46,31,4,1,0,0.0
2025-06-26,desktop,Paid Search,174,121,18,10,5,298.29
2025-06-26,mobile,Paid Search,132,92,12,5,2,119.22
2025-06-26,desktop,Organic Search,178,118,23,13,7,458.29
2025-06-26,mobile,Organic Search,173,110,19,8,3,175.07
2025-06-26,desktop,Direct,105,65,11,6,3,212.55
2025-06-26,mobile,Direct,74,45,7,3,1,65.43
2025-06-26,desktop,Paid Social,104,64,13,6,3,184.12
2025-06-26,mobile,Paid Social,83,56,7,3,1,65.12
2025-06-26,desktop,Email,45,30,5,2,1,59.6
2025-06-26,mobile,Email,43,26,4,2,1,68.79
2025-06-27,desktop,Paid Search,171,118,21,11,7,429.56
2025-06-27,mobile,Paid Search,119,83,11,5,2,134.43
2025-06-27,desktop,Organic Search,179,114,23,12,6,424.94
2025-06-27,mobile,Organic Search,145,88,14,6,3,177.33
2025-06-27,desktop,Direct,102,61,12,6,3,217.79
2025-06-27,mobile,Direct,79,47,7,3,1,64.82
2025-06-27,desktop,Paid Social,86,58,9,5,2,136.63
2025-06-27,mobile,Paid Social,83,49,8,3,1,59.18
2025-06-27,desktop,Email,43,30,4,2,1,71.58
2025-06-27,mobile,Email,38,26,3,1,0,0.0
2025-06-28,desktop,Paid Search,106,72,12,7,4,257.94
2025-06-28,mobile,Paid Search,100,62,9,4,2,125.23
2025-06-28,desktop,Organic Search,140,87,15,8,5,339.67
2025-06-28,mobile,Organic Search,128,85,13,6,2,136.71
2025-06-28,desktop,Direct,76,46,9,5,3,191.62
2025-06-28,mobile,Direct,55,37,5,2,1,68.9
2025-06-28,desktop,Paid Social,66,45,7,3,1,61.91
2025-06-28,mobile,Paid Social,52,31,4,1,0,0.0
2025-06-28,desktop,Email,36,22,4,2,1,59.61
2025-06-28,mobile,Email,32,22,3,1,0,0.0
2025-06-29,desktop,Paid Search,132,90,17,9,5,319.72
2025-06-29,mobile,Paid Search,89,58,9,4,2,135.78
2025-06-29,desktop,Organic Search,152,105,19,10,6,431.46
2025-06-29,mobile,Organic Search,111,72,10,5,2,140.4
2025-06-29,desktop,Direct,70,49,7,4,2,133.91
2025-06-29,mobile,Direct,58,37,6,3,1,67.61
2025-06-29,desktop,Paid Social,74,46,9,4,2,137.36
2025-06-29,mobile,Paid Social,64,41,7,3,1,63.78
2025-06-29,desktop,Email,33,22,3,1,0,0.0
2025-06-29,mobile,Email,27,17,2,0,0,0.0
2025-06-30,desktop,Paid Search,182,114,19,10,6,396.56
2025-06-30,mobile,Paid Search,159,109,16,7,3,178.95
2025-06-30,desktop,Organic Search,194,118,23,12,6,373.34
2025-06-30,mobile,Organic Search,156,105,15,7,3,190.57
2025-06-30,desktop,Direct,107,72,11,5,3,211.81
